"","race","gender","total_months_incarcerated"
"2295","Non-Black / Non-Hispanic","Female",0
"2296","Non-Black / Non-Hispanic","Male",0
"2297","Non-Black / Non-Hispanic","Male",0
"2298","Black","Male",0
"2299","Black","Female",0
"2300","Black","Female",0
"2301","Non-Black / Non-Hispanic","Female",0
"2302","Non-Black / Non-Hispanic","Male",0
"2303","Non-Black / Non-Hispanic","Male",0
"2304","Non-Black / Non-Hispanic","Male",0
"2305","Non-Black / Non-Hispanic","Female",0
"2306","Non-Black / Non-Hispanic","Male",0
"2307","Non-Black / Non-Hispanic","Male",0
"2308","Non-Black / Non-Hispanic","Female",0
"2309","Non-Black / Non-Hispanic","Female",0
"2310","Non-Black / Non-Hispanic","Female",0
"2311","Non-Black / Non-Hispanic","Male",0
"2312","Non-Black / Non-Hispanic","Female",0
"2313","Non-Black / Non-Hispanic","Male",0
"2314","Non-Black / Non-Hispanic","Female",0
"2315","Non-Black / Non-Hispanic","Female",0
"2316","Non-Black / Non-Hispanic","Male",0
"2317","Non-Black / Non-Hispanic","Male",0
"2318","Non-Black / Non-Hispanic","Male",0
"2319","Non-Black / Non-Hispanic","Male",0
"2320","Non-Black / Non-Hispanic","Male",0
"2321","Non-Black / Non-Hispanic","Female",0
"2322","Hispanic","Male",0
"2323","Non-Black / Non-Hispanic","Female",0
"2324","Non-Black / Non-Hispanic","Female",0
"2325","Non-Black / Non-Hispanic","Male",0
"2326","Hispanic","Male",1
"2327","Hispanic","Male",0
"2328","Non-Black / Non-Hispanic","Female",0
"2329","Non-Black / Non-Hispanic","Male",0
"2330","Non-Black / Non-Hispanic","Male",0
"2331","Non-Black / Non-Hispanic","Male",0
"2332","Non-Black / Non-Hispanic","Female",0
"2333","Non-Black / Non-Hispanic","Male",0
"2334","Non-Black / Non-Hispanic","Female",0
"2335","Non-Black / Non-Hispanic","Female",0
"2336","Non-Black / Non-Hispanic","Female",0
"2337","Non-Black / Non-Hispanic","Male",0
"2338","Non-Black / Non-Hispanic","Female",0
"2339","Non-Black / Non-Hispanic","Female",0
"2340","Non-Black / Non-Hispanic","Male",0
"2341","Non-Black / Non-Hispanic","Female",0
"2342","Non-Black / Non-Hispanic","Male",0
"2343","Non-Black / Non-Hispanic","Female",0
"2344","Non-Black / Non-Hispanic","Female",0
"2345","Non-Black / Non-Hispanic","Male",0
"2346","Black","Female",0
"2347","Black","Male",0
"2348","Hispanic","Male",0
"2349","Hispanic","Female",0
"2350","Black","Female",0
"2351","Non-Black / Non-Hispanic","Female",0
"2352","Non-Black / Non-Hispanic","Female",0
"2353","Non-Black / Non-Hispanic","Female",0
"2354","Non-Black / Non-Hispanic","Male",0
"2355","Non-Black / Non-Hispanic","Male",0
"2356","Non-Black / Non-Hispanic","Female",0
"2357","Non-Black / Non-Hispanic","Male",0
"2358","Hispanic","Female",0
"2359","Hispanic","Male",0
"2360","Non-Black / Non-Hispanic","Female",0
"2361","Non-Black / Non-Hispanic","Female",0
"2362","Non-Black / Non-Hispanic","Male",0
"2363","Non-Black / Non-Hispanic","Male",0
"2364","Non-Black / Non-Hispanic","Male",0
"2365","Non-Black / Non-Hispanic","Male",0
"2366","Non-Black / Non-Hispanic","Female",0
"2367","Non-Black / Non-Hispanic","Male",0
"2368","Non-Black / Non-Hispanic","Female",0
"2369","Non-Black / Non-Hispanic","Female",0
"2370","Non-Black / Non-Hispanic","Male",0
"2371","Non-Black / Non-Hispanic","Male",0
"2372","Non-Black / Non-Hispanic","Male",0
"2373","Non-Black / Non-Hispanic","Male",0
"2374","Non-Black / Non-Hispanic","Male",0
"2375","Non-Black / Non-Hispanic","Female",0
"2376","Non-Black / Non-Hispanic","Female",0
"2377","Non-Black / Non-Hispanic","Female",0
"2378","Hispanic","Female",0
"2379","Non-Black / Non-Hispanic","Female",0
"2380","Non-Black / Non-Hispanic","Male",0
"2381","Non-Black / Non-Hispanic","Female",0
"2382","Non-Black / Non-Hispanic","Male",0
"2383","Non-Black / Non-Hispanic","Male",0
"2384","Non-Black / Non-Hispanic","Male",0
"2385","Non-Black / Non-Hispanic","Female",0
"2386","Non-Black / Non-Hispanic","Male",0
"2387","Non-Black / Non-Hispanic","Male",0
"2388","Non-Black / Non-Hispanic","Male",0
"2389","Non-Black / Non-Hispanic","Female",0
"2390","Non-Black / Non-Hispanic","Male",0
"2391","Non-Black / Non-Hispanic","Female",0
"2392","Non-Black / Non-Hispanic","Female",0
"2393","Non-Black / Non-Hispanic","Male",0
"2394","Non-Black / Non-Hispanic","Female",0
"2395","Non-Black / Non-Hispanic","Male",0
"2396","Non-Black / Non-Hispanic","Female",0
"2397","Non-Black / Non-Hispanic","Female",0
"2398","Non-Black / Non-Hispanic","Female",0
"2399","Non-Black / Non-Hispanic","Male",0
"2400","Non-Black / Non-Hispanic","Male",0
"2401","Non-Black / Non-Hispanic","Male",0
"2402","Non-Black / Non-Hispanic","Male",0
"2403","Non-Black / Non-Hispanic","Male",0
"2404","Hispanic","Female",0
"2405","Non-Black / Non-Hispanic","Female",0
"2406","Non-Black / Non-Hispanic","Male",0
"2407","Non-Black / Non-Hispanic","Female",0
"2408","Non-Black / Non-Hispanic","Female",0
"2409","Non-Black / Non-Hispanic","Male",0
"2410","Non-Black / Non-Hispanic","Male",0
"2411","Non-Black / Non-Hispanic","Male",0
"2412","Non-Black / Non-Hispanic","Female",0
"2413","Non-Black / Non-Hispanic","Female",0
"2414","Non-Black / Non-Hispanic","Male",0
"2415","Non-Black / Non-Hispanic","Female",0
"2416","Non-Black / Non-Hispanic","Male",0
"2417","Non-Black / Non-Hispanic","Male",0
"2418","Non-Black / Non-Hispanic","Male",0
"2419","Non-Black / Non-Hispanic","Male",0
"2420","Non-Black / Non-Hispanic","Male",0
"2421","Non-Black / Non-Hispanic","Female",0
"2422","Non-Black / Non-Hispanic","Male",0
"2423","Non-Black / Non-Hispanic","Male",0
"2424","Non-Black / Non-Hispanic","Female",0
"2425","Non-Black / Non-Hispanic","Male",0
"2426","Non-Black / Non-Hispanic","Male",0
"2427","Non-Black / Non-Hispanic","Male",0
"2428","Non-Black / Non-Hispanic","Male",0
"2429","Non-Black / Non-Hispanic","Male",0
"2430","Non-Black / Non-Hispanic","Male",0
"2431","Non-Black / Non-Hispanic","Female",0
"2432","Non-Black / Non-Hispanic","Female",0
"2433","Non-Black / Non-Hispanic","Male",0
"2434","Non-Black / Non-Hispanic","Female",0
"2435","Non-Black / Non-Hispanic","Female",0
"2436","Non-Black / Non-Hispanic","Male",0
"2437","Non-Black / Non-Hispanic","Male",0
"2438","Non-Black / Non-Hispanic","Male",0
"2439","Non-Black / Non-Hispanic","Male",0
"2440","Non-Black / Non-Hispanic","Male",0
"2441","Non-Black / Non-Hispanic","Female",0
"2442","Non-Black / Non-Hispanic","Male",0
"2443","Non-Black / Non-Hispanic","Male",0
"2444","Non-Black / Non-Hispanic","Female",0
"2445","Non-Black / Non-Hispanic","Female",0
"2446","Non-Black / Non-Hispanic","Male",0
"2447","Non-Black / Non-Hispanic","Male",0
"2448","Non-Black / Non-Hispanic","Female",0
"2449","Non-Black / Non-Hispanic","Male",0
"2450","Non-Black / Non-Hispanic","Female",0
"2451","Non-Black / Non-Hispanic","Female",0
"2452","Non-Black / Non-Hispanic","Female",0
"2453","Non-Black / Non-Hispanic","Male",0
"2454","Non-Black / Non-Hispanic","Female",0
"2455","Non-Black / Non-Hispanic","Female",0
"2456","Non-Black / Non-Hispanic","Female",0
"2457","Hispanic","Female",0
"2458","Non-Black / Non-Hispanic","Female",0
"2459","Non-Black / Non-Hispanic","Male",0
"2460","Non-Black / Non-Hispanic","Female",0
"2461","Non-Black / Non-Hispanic","Male",0
"2462","Non-Black / Non-Hispanic","Female",0
"2463","Non-Black / Non-Hispanic","Male",1
"2464","Non-Black / Non-Hispanic","Male",0
"2465","Non-Black / Non-Hispanic","Male",0
"2466","Non-Black / Non-Hispanic","Female",0
"2467","Non-Black / Non-Hispanic","Male",0
"2468","Non-Black / Non-Hispanic","Female",0
"2469","Non-Black / Non-Hispanic","Male",1
"2470","Non-Black / Non-Hispanic","Male",0
"2471","Non-Black / Non-Hispanic","Female",0
"2472","Non-Black / Non-Hispanic","Female",0
"2473","Non-Black / Non-Hispanic","Female",0
"2474","Non-Black / Non-Hispanic","Male",0
"2475","Non-Black / Non-Hispanic","Male",0
"2476","Non-Black / Non-Hispanic","Male",0
"2477","Non-Black / Non-Hispanic","Male",0
"2478","Non-Black / Non-Hispanic","Female",0
"2479","Non-Black / Non-Hispanic","Female",0
"2480","Non-Black / Non-Hispanic","Female",0
"2481","Non-Black / Non-Hispanic","Male",0
"2482","Non-Black / Non-Hispanic","Female",0
"2483","Non-Black / Non-Hispanic","Female",0
"2484","Non-Black / Non-Hispanic","Male",0
"2485","Non-Black / Non-Hispanic","Male",0
"2486","Non-Black / Non-Hispanic","Female",0
"2487","Non-Black / Non-Hispanic","Female",0
"2488","Non-Black / Non-Hispanic","Female",0
"2489","Non-Black / Non-Hispanic","Male",0
"2490","Non-Black / Non-Hispanic","Female",0
"2491","Non-Black / Non-Hispanic","Male",0
"2492","Non-Black / Non-Hispanic","Female",0
"2493","Non-Black / Non-Hispanic","Male",0
"2494","Non-Black / Non-Hispanic","Male",0
"2495","Non-Black / Non-Hispanic","Male",0
"2496","Non-Black / Non-Hispanic","Male",0
"2497","Non-Black / Non-Hispanic","Male",0
"2498","Non-Black / Non-Hispanic","Female",0
"2499","Non-Black / Non-Hispanic","Female",0
"2500","Non-Black / Non-Hispanic","Female",0
"2501","Black","Male",0
"2502","Non-Black / Non-Hispanic","Male",0
"2503","Non-Black / Non-Hispanic","Male",0
"2504","Non-Black / Non-Hispanic","Male",0
"2505","Non-Black / Non-Hispanic","Male",0
"2506","Non-Black / Non-Hispanic","Female",0
"2507","Non-Black / Non-Hispanic","Male",0
"2508","Non-Black / Non-Hispanic","Male",0
"2509","Non-Black / Non-Hispanic","Female",0
"2510","Non-Black / Non-Hispanic","Male",0
"2511","Non-Black / Non-Hispanic","Female",3
"2512","Non-Black / Non-Hispanic","Male",0
"2513","Non-Black / Non-Hispanic","Male",0
"2514","Non-Black / Non-Hispanic","Male",0
"2515","Non-Black / Non-Hispanic","Male",0
"2516","Non-Black / Non-Hispanic","Female",0
"2517","Non-Black / Non-Hispanic","Male",0
"2518","Non-Black / Non-Hispanic","Female",0
"2519","Non-Black / Non-Hispanic","Female",0
"2520","Non-Black / Non-Hispanic","Male",0
"2521","Non-Black / Non-Hispanic","Male",0
"2522","Non-Black / Non-Hispanic","Male",0
"2523","Non-Black / Non-Hispanic","Female",0
"2524","Non-Black / Non-Hispanic","Female",0
"2525","Non-Black / Non-Hispanic","Male",0
"2526","Non-Black / Non-Hispanic","Male",0
"2527","Non-Black / Non-Hispanic","Male",0
"2528","Non-Black / Non-Hispanic","Male",0
"2529","Non-Black / Non-Hispanic","Male",0
"2530","Non-Black / Non-Hispanic","Female",0
"2531","Non-Black / Non-Hispanic","Male",0
"2532","Non-Black / Non-Hispanic","Female",0
"2533","Non-Black / Non-Hispanic","Female",0
"2534","Non-Black / Non-Hispanic","Female",0
"2535","Non-Black / Non-Hispanic","Male",0
"2536","Non-Black / Non-Hispanic","Female",0
"2537","Non-Black / Non-Hispanic","Female",0
"2538","Non-Black / Non-Hispanic","Female",0
"2539","Non-Black / Non-Hispanic","Male",0
"2540","Non-Black / Non-Hispanic","Female",0
"2541","Non-Black / Non-Hispanic","Male",0
"2542","Non-Black / Non-Hispanic","Male",0
"2543","Mixed Race (Non-Hispanic)","Female",0
"2544","Non-Black / Non-Hispanic","Male",0
"2545","Non-Black / Non-Hispanic","Male",0
"2546","Non-Black / Non-Hispanic","Female",0
"2547","Non-Black / Non-Hispanic","Male",0
"2548","Non-Black / Non-Hispanic","Male",0
"2549","Non-Black / Non-Hispanic","Female",0
"2550","Non-Black / Non-Hispanic","Female",0
"2551","Non-Black / Non-Hispanic","Female",0
"2552","Non-Black / Non-Hispanic","Female",0
"2553","Non-Black / Non-Hispanic","Female",0
"2554","Non-Black / Non-Hispanic","Male",0
"2555","Non-Black / Non-Hispanic","Female",0
"2556","Non-Black / Non-Hispanic","Male",0
"2557","Non-Black / Non-Hispanic","Male",0
"2558","Non-Black / Non-Hispanic","Male",0
"2559","Non-Black / Non-Hispanic","Female",0
"2560","Non-Black / Non-Hispanic","Female",0
"2561","Non-Black / Non-Hispanic","Male",0
"2562","Non-Black / Non-Hispanic","Male",0
"2563","Non-Black / Non-Hispanic","Female",0
"2564","Non-Black / Non-Hispanic","Male",0
"2565","Non-Black / Non-Hispanic","Female",0
"2566","Non-Black / Non-Hispanic","Female",0
"2567","Non-Black / Non-Hispanic","Female",0
"2568","Non-Black / Non-Hispanic","Female",0
"2569","Non-Black / Non-Hispanic","Male",0
"2570","Non-Black / Non-Hispanic","Female",0
"2571","Non-Black / Non-Hispanic","Female",0
"2572","Non-Black / Non-Hispanic","Male",0
"2573","Non-Black / Non-Hispanic","Male",0
"2574","Non-Black / Non-Hispanic","Male",0
"2575","Non-Black / Non-Hispanic","Female",0
"2576","Non-Black / Non-Hispanic","Female",0
"2577","Non-Black / Non-Hispanic","Female",0
"2578","Black","Male",0
"2579","Black","Male",0
"2580","Non-Black / Non-Hispanic","Female",0
"2581","Non-Black / Non-Hispanic","Female",0
"2582","Non-Black / Non-Hispanic","Female",0
"2583","Non-Black / Non-Hispanic","Female",0
"2584","Non-Black / Non-Hispanic","Male",0
"2585","Non-Black / Non-Hispanic","Male",0
"2586","Non-Black / Non-Hispanic","Female",0
"2587","Non-Black / Non-Hispanic","Male",0
"2588","Non-Black / Non-Hispanic","Male",0
"2589","Non-Black / Non-Hispanic","Male",0
"2590","Non-Black / Non-Hispanic","Male",0
"2591","Non-Black / Non-Hispanic","Male",0
"2592","Non-Black / Non-Hispanic","Male",4
"2593","Non-Black / Non-Hispanic","Female",0
"2594","Non-Black / Non-Hispanic","Female",0
"2595","Non-Black / Non-Hispanic","Male",0
"2596","Non-Black / Non-Hispanic","Male",0
"2597","Non-Black / Non-Hispanic","Male",0
"2598","Non-Black / Non-Hispanic","Male",0
"2599","Non-Black / Non-Hispanic","Female",0
"2600","Non-Black / Non-Hispanic","Male",0
"2601","Non-Black / Non-Hispanic","Female",0
"2602","Non-Black / Non-Hispanic","Female",0
"2603","Non-Black / Non-Hispanic","Female",0
"2604","Non-Black / Non-Hispanic","Male",0
"2605","Non-Black / Non-Hispanic","Male",0
"2606","Non-Black / Non-Hispanic","Female",0
"2607","Non-Black / Non-Hispanic","Male",0
"2608","Non-Black / Non-Hispanic","Male",0
"2609","Non-Black / Non-Hispanic","Male",0
"2610","Black","Male",0
"2611","Black","Female",0
"2612","Black","Female",0
"2613","Black","Male",0
"2614","Black","Female",0
"2615","Black","Male",0
"2616","Black","Female",0
"2617","Black","Female",0
"2618","Black","Female",0
"2619","Non-Black / Non-Hispanic","Female",0
"2620","Non-Black / Non-Hispanic","Female",0
"2621","Hispanic","Male",0
"2622","Non-Black / Non-Hispanic","Male",0
"2623","Non-Black / Non-Hispanic","Female",0
"2624","Non-Black / Non-Hispanic","Male",0
"2625","Non-Black / Non-Hispanic","Male",0
"2626","Non-Black / Non-Hispanic","Male",0
"2627","Non-Black / Non-Hispanic","Male",0
"2628","Non-Black / Non-Hispanic","Female",0
"2629","Hispanic","Male",0
"2630","Non-Black / Non-Hispanic","Male",0
"2631","Non-Black / Non-Hispanic","Male",0
"2632","Non-Black / Non-Hispanic","Male",0
"2633","Non-Black / Non-Hispanic","Female",0
"2634","Non-Black / Non-Hispanic","Female",0
"2635","Non-Black / Non-Hispanic","Male",0
"2636","Non-Black / Non-Hispanic","Male",0
"2637","Non-Black / Non-Hispanic","Male",0
"2638","Non-Black / Non-Hispanic","Female",0
"2639","Non-Black / Non-Hispanic","Female",0
"2640","Hispanic","Female",0
"2641","Non-Black / Non-Hispanic","Male",0
"2642","Non-Black / Non-Hispanic","Female",0
"2643","Non-Black / Non-Hispanic","Female",0
"2644","Non-Black / Non-Hispanic","Female",0
"2645","Non-Black / Non-Hispanic","Female",0
"2646","Non-Black / Non-Hispanic","Male",0
"2647","Non-Black / Non-Hispanic","Male",0
"2648","Non-Black / Non-Hispanic","Female",0
"2649","Non-Black / Non-Hispanic","Male",0
"2650","Non-Black / Non-Hispanic","Male",0
"2651","Non-Black / Non-Hispanic","Female",0
"2652","Non-Black / Non-Hispanic","Male",0
"2653","Non-Black / Non-Hispanic","Male",0
"2654","Non-Black / Non-Hispanic","Female",0
"2655","Non-Black / Non-Hispanic","Male",0
"2656","Non-Black / Non-Hispanic","Male",0
"2657","Non-Black / Non-Hispanic","Female",0
"2658","Black","Female",0
"2659","Non-Black / Non-Hispanic","Male",0
"2660","Non-Black / Non-Hispanic","Male",0
"2661","Non-Black / Non-Hispanic","Female",0
"2662","Non-Black / Non-Hispanic","Female",0
"2663","Non-Black / Non-Hispanic","Female",0
"2664","Non-Black / Non-Hispanic","Female",0
"2665","Non-Black / Non-Hispanic","Male",0
"2666","Non-Black / Non-Hispanic","Male",0
"2667","Non-Black / Non-Hispanic","Male",0
"2668","Non-Black / Non-Hispanic","Male",0
"2669","Non-Black / Non-Hispanic","Female",0
"2670","Non-Black / Non-Hispanic","Male",0
"2671","Non-Black / Non-Hispanic","Male",0
"2672","Non-Black / Non-Hispanic","Female",0
"2673","Non-Black / Non-Hispanic","Female",0
"2674","Non-Black / Non-Hispanic","Female",0
"2675","Non-Black / Non-Hispanic","Female",0
"2676","Non-Black / Non-Hispanic","Female",0
"2677","Non-Black / Non-Hispanic","Female",0
"2678","Non-Black / Non-Hispanic","Male",0
"2679","Non-Black / Non-Hispanic","Female",0
"2680","Non-Black / Non-Hispanic","Male",0
"2681","Non-Black / Non-Hispanic","Male",0
"2682","Non-Black / Non-Hispanic","Male",0
"2683","Non-Black / Non-Hispanic","Male",0
"2684","Non-Black / Non-Hispanic","Female",0
"2685","Non-Black / Non-Hispanic","Female",0
"2686","Non-Black / Non-Hispanic","Male",0
"2687","Non-Black / Non-Hispanic","Male",0
"2688","Non-Black / Non-Hispanic","Female",0
"2689","Non-Black / Non-Hispanic","Female",0
"2690","Non-Black / Non-Hispanic","Male",0
"2691","Black","Male",9
"2692","Non-Black / Non-Hispanic","Female",0
"2693","Non-Black / Non-Hispanic","Female",0
"2694","Non-Black / Non-Hispanic","Female",0
"2695","Non-Black / Non-Hispanic","Female",0
"2696","Non-Black / Non-Hispanic","Female",0
"2697","Non-Black / Non-Hispanic","Female",0
"2698","Non-Black / Non-Hispanic","Male",0
"2699","Non-Black / Non-Hispanic","Male",0
"2700","Black","Female",0
"2701","Black","Male",0
"2702","Black","Female",0
"2703","Non-Black / Non-Hispanic","Female",0
"2704","Black","Male",0
"2705","Black","Female",0
"2706","Black","Female",0
"2707","Non-Black / Non-Hispanic","Female",0
"2708","Non-Black / Non-Hispanic","Female",0
"2709","Black","Male",0
"2710","Black","Female",0
"2711","Black","Female",0
"2712","Black","Male",0
"2713","Black","Male",0
"2714","Black","Female",0
"2715","Black","Male",0
"2716","Black","Female",0
"2717","Black","Female",0
"2718","Black","Female",0
"2719","Non-Black / Non-Hispanic","Male",0
"2720","Black","Male",0
"2721","Non-Black / Non-Hispanic","Male",0
"2722","Non-Black / Non-Hispanic","Female",0
"2723","Non-Black / Non-Hispanic","Male",0
"2724","Non-Black / Non-Hispanic","Female",0
"2725","Non-Black / Non-Hispanic","Male",12
"2726","Black","Female",0
"2727","Black","Female",0
"2728","Non-Black / Non-Hispanic","Female",0
"2729","Non-Black / Non-Hispanic","Female",0
"2730","Non-Black / Non-Hispanic","Female",0
"2731","Non-Black / Non-Hispanic","Female",0
"2732","Non-Black / Non-Hispanic","Female",0
"2733","Non-Black / Non-Hispanic","Female",0
"2734","Non-Black / Non-Hispanic","Female",0
"2735","Non-Black / Non-Hispanic","Male",0
"2736","Non-Black / Non-Hispanic","Female",0
"2737","Non-Black / Non-Hispanic","Female",0
"2738","Non-Black / Non-Hispanic","Female",0
"2739","Non-Black / Non-Hispanic","Male",0
"2740","Non-Black / Non-Hispanic","Male",0
"2741","Non-Black / Non-Hispanic","Female",0
"2742","Non-Black / Non-Hispanic","Male",0
"2743","Non-Black / Non-Hispanic","Female",0
"2744","Non-Black / Non-Hispanic","Female",0
"2745","Non-Black / Non-Hispanic","Male",0
"2746","Non-Black / Non-Hispanic","Female",0
"2747","Non-Black / Non-Hispanic","Male",0
"2748","Non-Black / Non-Hispanic","Female",0
"2749","Non-Black / Non-Hispanic","Male",0
"2750","Non-Black / Non-Hispanic","Male",0
"2751","Non-Black / Non-Hispanic","Female",0
"2752","Non-Black / Non-Hispanic","Female",0
"2753","Non-Black / Non-Hispanic","Male",0
